Name,Address,City,State,Zipcode,Bandwitdh ( DIA or Broadband) Prediction,Direct or Wholesale Prediction,DQE ICP Focus,Provider And Connectivity,Website,Phone,LinkedIn Url,No Of Employees,Est Telco Spend,Entity Employee count,Entity Telco Spend,Location Type,Competitive Rating,canon_name,addr_zip_key,Network Build Status,Building Connection Status,Building Category,Access Medium,Install Interval,Supplier Name,Global Location ID,Custom Pricing Zone,Simple Status,Structure Status,Structure Type,Alternate Address,No IPL,Vanity Name,Building Management Company,Dist to Fiber Term Pt,Total Costs,Address Feedback,Country,Founded,API_EntityName,API_Website,API_Phone,API_LinkedIn,API_NoOfEmployees,API_MonthlyNetworkSpend,API_Revenue,API_Industry,API_FoundedYear,API_LocationType,API_LocationCount,DQE_Site_Distance,DQE_Connection_Status,DQE_Access_Medium,DQE_Network_Status,SITE_All_Competitors,API_Additional_Tenants
Sams Club,80 Trinity Point Dr,Washington,Pennsylvania,15301,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.samsclub.com/sams/homepage.jsp,724-229-5390,https://www.linkedin.com/company/sam's-club,499,12261,80053,1675742.94,"Commercial Building,Health Care",Green,sams club,80 trinity point dr|15301,Not Connected,Near Net,"Commercial Building,Health Care",Fiber,60,DQE COMMUNICATIONS,US86GX5QMJ+WX7BS00,,,ConnectBase - Pending Estimate,Building,,,,,,,ok,,1983,Sams Club,https://www.samsclub.com/sams/homepage.jsp,907-276-2996,https://www.linkedin.com/company/sam's-club,80053,1248823.60,1000000000,Pharmacies and Drug Retailers,1956,N/A,2817,695,OnNet,Fiber,Connected,"ALTICE USA, AT&T, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FRONTIER COMMUNICATIONS, LUMOS NETWORKS, MOMENTUM TELECOM, PENTELEDATA, SEGRA, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS","Higi Sh, Lucid Hearing"
Buchanan Ingersoll Llp,501 Grant St,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.bipc.com,412-562-8800,https://www.linkedin.com/company/buchanan-ingersoll-&-rooney-pc,370,12125,1181,41895,"Commercial Building,Health Care",Red,buchanan ingersoll,501 grant st|15219,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C2Q3+X5GBS00,,,Existing Lit - Single Entrance,Building,439 Fifth Ave,No,Union Trust Building,,,0,ok,US,1850,Buchanan Ingersoll Llp,https://www.bipc.com,305-347-4080,https://www.linkedin.com/company/buchanan-ingersoll-&-rooney-pc,1181,41385.00,500000000,Offices of Lawyers,1850,N/A,94,0,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, BLUE WIRELESS, BUCKEYE BROADBAND, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMBRIDGE SRL, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, IPC, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, SPOKE - AT&T, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA","Troutman Pepper Hamilton Sanders Llp, Freshii, Glenmede Trust, Frost Brown Todd, University Of Pittsburgh-Bradford, Union Trust Building, BIT X BIT, John Wood Group PLC, Carnegie Learning, Purple Puppy Productions, Pittsbrgh Shakespeare In Parks, Nimick Forbesway Foundation, Linda A Michler, Jackson Kelly Pllc, Pittsbrgh Lgal Dvrsity Inclsio, VERTICAL BRIDGE, Long Island Courier Services, The Speckled Egg Pgh, Police Bureau Cell Block, Safeway Auto Shipping, Jimmy John’s, Blank Rome Llp, Morgan Lewis And Bockius Llp, Sisterson & Co Llp, Siemens, Eddie V's Prime Seafood And Steak, Clifton Gunderson Llp, Marshall Dennehey Warner Coleman And Goggin Pc, Collab Ware, Catholic Stewards"
Shop N Save 11,995 Wildlife Lodge Rd,New Kensington,Pennsylvania,15068,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://shopnsave.com,724-339-8275,https://www.linkedin.com/company/davis-shop-n-save,490,12045,2333,104048.79,Commercial Building,Green,shop n save 11,995 wildlife lodge rd|15068,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,419,OnNet,Fiber,Connected,"2PIFI INC, AT&T, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS",N/A
Michael Baker International,500 Grant St,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.mbakerintl.com,412-918-4000,https://www.linkedin.com/company/michael-baker-corporation,6835,11569,11944,231166,"Commercial Building,Health Care",Red,michael baker international,500 grant st|15219,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C2Q3+VJ4BS00,,,Existing Lit- Type 1,Building - Property Owner,,No,,10061 The Bank of New York Mellon,,0,ok,US,1940,Michael Baker International,https://www.mbakerintl.com,412-918-4000,https://www.linkedin.com/company/michael-baker-corporation,11944,243819.75,1000000000,Engineering Services,1992,N/A,250,0,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, BUCKEYE BROADBAND, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, IPC, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, SPOKE - AT&T, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA","UBS FINANCIAL SERVICES INC., Troutman Pepper Hamilton Sanders Llp, Luna, Thomas Court Services, GOOGLE, Thompson Law Group Pc, World Affairs Council Pittsburgh, Glimcher Development Services, Deangelis Dastur, Knafo Law Offices, Walker Consultants, Absolute Medical Coding Solutions, Porta Potty Services, Corporate Capital Strategies, Carr Healthcare Realty, Philadelphia Family Court, Kpmg, Ab Equities, The Halpern Law Firm, Giles Web, Warwick Dentistry, Buccos Roofing, Hearts Full Of Love Home Care Registry, One Good Apple, Ml Martin Law, Pa Brain Doc Medical Marijuana Telemedicine In Pennsylvania, Echelon Leasing Services, Kembro Events, Lee Oleinick Ubs Financial Services, Rimmel Mehaffey Pessy Wealth Consulting Group Ubs Financial Services, Jeffrey Lowden Cfp Ubs Financial Services, The Tree Service Pittsburgh, Walnut Wealth Management Group Ubs Financial Services, Year Up Jacksonville, Levin And Zeiger Llp, Reliable Couriers, Steptoe And Johnson Pllc, Phs Corp Svc, The Boston Company, Mark Woods, Jones Day, Chicago Tax Attorney Irs Tax Settlement, AT&T, Amrop, Triangle Cloud Services, Increditble Score, Heneghan Law, Pinson Properties, Digital Compudev Investments, Vorys Sater Seymour Pease LLP, Gemm Enterprises, Kevin Joyce Restaurants, New Horizons Home Exteriors & Window, Simon & Simon, Sano Health, Improvyze, Aspiro Healthcare, Lfs Logistics, Keystone Shooting Center, Dxrx, R K Mellon Foundation, Mcclendon Management, Reserve Design Studio, Mellon Fund Distributors, Sea Air Usa, Weldianne Scales Blaine Jones Law, Allen Belice Cepa Ubs Financial Services, Board Of Arbitration, Jack Greenberg Ubs Financial Services, James Rimmel Ubs Financial Services, Mellon Capital V, The Lowden Group Ubs Financial Services, Tressler Llp, REGUS, Robb Leonard & Mulvihill, Alco Parking, Very Law Pllc, J Fine Law, Allegheny Ctr Christian, Alex N Sill Adjustment Co, Tepia Co, Rsm Us Llp, Fox Rothschild, Saldutti, Stoner Law Offices, Chaffin Luhana Llp, Atgmold Co, Crazy Mocha, Expert Pest Management, Huseby, Attorney Big Al At 1-800-Hurt-123, Weber Wood Medingercorfac International, MAZUR KRAEMER BUSINESS LAW, Zebra The, River City Brass Band, Ekolite North America, Ventures Group Inc The, Solution Bay, Avondale Care Group Pa, Indepndnce Care Pittsburgh, Pressure Makes Perfect, Diamond Group, 7 Figure Marketing School, Limitless Web Developers, Moe Diamonds, Youth2kingdoms, Shirley Novak Attorney At Law, Justice Cafeteria, The Advanced Leadership Institute, Pittsburgh Drone Services, Gogreen Porta Potty Rentals, Daniel Pessy Ubs Financial Services, Doyles Furnace And Ac Repair, Inspired Daydreamers, Stephen Mcgalla Iv Ubs Financial Services, Nepa/Susco Team Ubs Financial Services"
John J Kane Regional Center Scott Twp,542 Forbes Ave,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,http://www.alleghenydems.com,,,350,11485,5691,200424,"Commercial Building,Government",Red,john j kane regional center scott twp,542 forbes ave|15219,Connected,OnNet,"Government,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C2Q3+4M2PS00,,,Existing Lit - Single Entrance,Building W/ Cell Site,,No,County Office Building,,,0,ok,US,,John J Kane Regional Center Scott Twp,http://www.alleghenydems.com,412-429-3000,,5691,190539.00,200000000,Offices of Lawyers,,N/A,99,0,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, BUCKEYE BROADBAND, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, SPOKE - AT&T, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA","Allegheny Health Network, Allegheny County Printing Services, Allegheny County Special Event"
John J Kane Regional Center Scott Twp,950 2nd Ave,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,http://www.alleghenydems.com,,,340,11165,5691,200424,"Commercial Building,Government,Health Care",Red,john j kane regional center scott twp,950 2nd ave|15219,Connected,OnNet,"Health Care,Government,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C2M4+RGHBS00,,,Fiber Ready - Single Entrance,Building,,No,Allegheny County Jail,,,0,ok,US,,John J Kane Regional Center Scott Twp,http://www.alleghenydems.com,412-429-3000,,5691,190539.00,200000000,Offices of Lawyers,,N/A,99,0,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, Beyond Reach, CNI, COMCAST, CROWN CASTLE, CSX TRANSPORTATION, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA","Allegheny Health Network, Chaplains Office, Foundation Of Hope"
Allegheny Health Network,436 Grant St,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.alleghenycounty.us,412-350-5300,https://www.linkedin.com/company/allegheny-county,200,11135,8346,240825.25,"Commercial Building,Government,Health Care",Yellow,allegheny health network,436 grant st|15219,Not Connected,Near Net,"Commercial Building,Health Care,Government",Fiber,60,DQE COMMUNICATIONS,US87G2C2Q3+GC9PS00,,,ConnectBase - Pending Estimate,Building,,,,,,,ok,,1788,Allegheny Health Network,https://www.alleghenycounty.us,412-350-9003,https://www.linkedin.com/company/allegheny-county,7569,233497.00,1000000000,"Offices of Physicians, Mental Health Specialists",1788,N/A,904,172,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, BUCKEYE BROADBAND, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, SPOKE - AT&T, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA","Ppt Porta Potty Rentals, Britton A Frome Md Pc, Allegheny County, Allegheny County Common Pleas"
John J Kane Regional Center Scott Twp,542 4th Ave,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.alleghenydems.com,,,330,10845,5691,200424,"Commercial Building,Government",Red,john j kane regional center scott twp,542 4th ave|15219,Not Connected,Near Net,"Government,Commercial Building",Fiber,60,DQE COMMUNICATIONS,US87G2C2P3+VGXBS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,John J Kane Regional Center Scott Twp,http://www.alleghenydems.com,412-429-3000,,5691,190539.00,200000000,Offices of Lawyers,,N/A,99,0,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, BUCKEYE BROADBAND, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, SPOKE - AT&T, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA",Allegheny Health Network
VERIZON,903 McKee Rd,McKeesport,Pennsylvania,15131,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.verizon.com,,https://www.linkedin.com/company/verizon,165,10845,366648,36476979.25,Commercial Building,Green,verizon,903 mckee rd|15131,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,145,Near Net,Fiber,Not Connected,"AT&T, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, PHOENIX TOWER INTERNATIONAL, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS",N/A
PNC Bank,300 5th Ave,Pittsburgh,Pennsylvania,15222,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.pnc.com,800-843-2206,https://www.linkedin.com/company/pnc-bank,266,10591,38995,2073200,Commercial Building,Red,pnc bank,300 5th ave|15222,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US86GXCXRX+3WRPS00,,,Existing Lit - Single Entrance,Building,310 5th Ave,No,,,,0,ok,US,,PNC Bank,https://www.pnc.com,,https://www.linkedin.com/company/pnc-bank,38605,2065381.25,36853330000,Real Estate Credit,1845,N/A,6803,0,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, BLUE WIRELESS, BUCKEYE BROADBAND, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMBRIDGE SRL, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, SPOKE - AT&T, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA","Eco Bistro, Npc Office"
John J Kane Regional Center Scott Twp,100 9th St,McKeesport,Pennsylvania,15132,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,http://www.alleghenydems.com,,,320,10525,5691,200424,"Commercial Building,Health Care",Red,john j kane regional center scott twp,100 9th st|15132,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G284WM+96XBS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,US,,John J Kane Regional Center Scott Twp,http://www.alleghenydems.com,412-429-3000,,5691,190539.00,200000000,Offices of Lawyers,,N/A,99,0,OnNet,Fiber,Connected,"AT&T, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, ZAYO","Allegheny Health Network, Ruby Ann Colocar"
Paramount Pictures,1 Gateway Ctr,Pittsburgh,Pennsylvania,15222,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.paramount.com,,https://www.linkedin.com/company/paramount-home-entertainment,160,10525,4826,212680.44,Commercial Building,Green,paramount pictures,1 gateway ctr|15222,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US86GX9VWR+Q3JBS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,Paramount Pictures,https://www.paramount.com,,https://www.linkedin.com/company/paramount-home-entertainment,4826,187096.12,30960414000,Clothing and Clothing Accessories Retailers,1986,N/A,456,NOT_FOUND,N/A,N/A,N/A,N/A,"Parsons, Thomas E Crenney & Assoc"
State of Commonwealth of Pennsylvania,3220 Leechburg Rd,New Kensington,Pennsylvania,15068,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.pa.gov,724-472-1244,https://www.linkedin.com/company/commonwealth-of-pennsylvania_2,156,10269,31053,2000137.25,"Commercial Building,Government",Green,state of commonwealth of pennsylvania,3220 leechburg rd|15068,,,,,,,,,,,,,,,,,,,,1787,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,460,OnNet,Fiber,Connected,"2PIFI INC, AT&T, BUCKEYE BROADBAND, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, PHOENIX TOWER INTERNATIONAL, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS",N/A
GNC,300 6th Ave,Pittsburgh,Pennsylvania,15222,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.gnc.com,877-462-4700,https://www.linkedin.com/company/gnc,800,9885,20133,1753269.66,Commercial Building,Red,gnc,300 6th ave|15222,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US87G2C2R2+M6FBS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,US,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, BLUE WIRELESS, BUCKEYE BROADBAND, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMBRIDGE SRL, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, IPC, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, SPOKE - AT&T, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA","Almaden Cabana Club, UNIVERSITY OF MINNESOTA, Mim's Cafe, Better Business Bureau, KeyBank"
Pittsburgh Police,200 Ross St,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.hacp.org,412-456-5058,https://www.linkedin.com/company/housing-authority-city-of-pittsburgh,600,9885,859,26586.25,"Commercial Building,Government",Red,pittsburgh police,200 ross st|15219,Connected,OnNet,"Government,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C2P3+M7XBS00,,,Fiber Ready - Single Entrance,Building,,No,Pittsburgh Urban Redevelopement Authority,,,0,ok,US,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, BLUE WIRELESS, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, SPOKE - AT&T, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA","Pittsburgh Mis Department, Pittsburgh Occupancy Department, Pittsburgh Executive Director, Council Of Chrches Of Pttsbrgh, John P Robin Civic Building, Section 8 Government Building, Borges Collision Center, Pittsburghs Neighborhood Data And Map Resource, Pittsburgh Operations Director, Pittsburgh Development Department, Bernard Hibbitts, Pittsburgh General Counsel, Pittsburgh Creates"
Tele Tracking Technologies,336 4th Ave,Pittsburgh,Pennsylvania,15222,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.teletracking.com,412-391-7862,https://www.linkedin.com/company/31627,300,9885,307,10485,Commercial Building,Red,tele tracking technologies,336 4th ave|15222,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US86GXCXQX+CWQBS00,,,Fiber Ready - Single Entrance,Building,,No,,,,0,ok,US,1991,Tele Tracking Technologies,https://www.teletracking.com,919-228-2100,https://www.linkedin.com/company/31627,307,10485,200000000,Software Publishers,1991,N/A,5,0,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, BLUE WIRELESS, BUCKEYE BROADBAND, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMBRIDGE SRL, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, SPOKE - AT&T, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA","Suite Spot, Robinson Clearance Center, Michael G Zamagias Interests, Quick Sitters Pittsburgh, A Call To Care, US Post Office, Ramz, HUNTINGTON BANK, Sun-Gard"
Duquesne Light Company,411 7th Ave,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.duquesnelight.com,412-393-6000,https://www.linkedin.com/company/duquesne-light-company,1747,9537,2212,37287,"Commercial Building,Government,Health Care",Red,duquesne light,411 7th ave|15219,Connected,OnNet,"Health Care,Government,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C2V3+4GRBS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,US,1880,Duquesne Light Company,https://www.duquesnelight.com,412-393-6000,https://www.linkedin.com/company/duquesne-light-company,2212,37287.00,1000000000,Electric Power Distribution,1912,N/A,25,0,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, BUCKEYE BROADBAND, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, IPC, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, SPOKE - AT&T, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA","Office Of Vocational Rehabilitation, Score Business Consultants, Poerio & Walter, Greater Pittsburgh Literacy Council, Christopher P Hayner, 411 Seventh Avenue Associates, Pa Bureau Of Motor Fuel Taxes, Us Small Business Administration, Subway, Gateway Energy Services, Chamber Of Commerce Bldg, Terry Sahagen Sales, P A Health, Oxford Development Company, Quesne Capital, Cherrington Insurance, Thelma Lovette Ymca, Commonwealth of Pennsylvania, Hanchak And Pratt, Jones Gregg Creehan Gerace"
Wesco,225 W Station Square Dr,Pittsburgh,Pennsylvania,15219,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.wesco.com,860-389-4282,https://www.linkedin.com/company/wesco.corp,200,9535,9884,200016.15,Commercial Building,Red,wesco,225 w station square dr|15219,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US86GXCXMV+9VQBS00,,,Existing Lit - Single Entrance,Building W/ Cell Site,4 Station Sq,No,Cardworks Data Center / Commerce Court,,,0,ok,US,,Wesco,https://www.wesco.com,925-246-7170,https://www.linkedin.com/company/wesco.corp,4098,201257.71,500000000,Gasoline Stations with Convenience Stores,1993,N/A,1218,0,OnNet,Fiber,Connected,"2PIFI INC, AT&T, BLUE WIRELESS, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMCAST, CROWN CASTLE, CSX TRANSPORTATION, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO","New York Life, Fiplex Communications, Novum Prs, Youre Putting Me On, Cms, Ecolibrium Solar, TVC INC, Proxim Wireless, Carols Confections, Nylife, Ert Operating Company, 9rooftops Marketing"
